text,label,source
"left the theatre feeling completely satisfied. I laughed, I cried, and I",1,synthetic
"what cinema should be: powerful, emotional, and beautiful. This is exactly",1,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
is best avoided at all costs. This film has no redeeming qualities and,0,synthetic
"disaster from start. The worst movie I have seen this year, a total",0,synthetic
"a complete waste of time, absolutely terrible in every way. This was",0,synthetic
painfully bad throughout. The plot made no sense and the acting was,0,synthetic
no sense and the acting was painfully bad throughout. The plot made,0,synthetic
has no redeeming qualities and is best avoided at all costs. This film,0,synthetic
"a total disaster from start. The worst movie I have seen this year,",0,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
"after the first ten minutes, it was that bad. I wanted to walk out",0,synthetic
"first ten minutes, it was that bad. I wanted to walk out after the",0,synthetic
"every conceivable level. A tedious, predictable mess that fails on",0,synthetic
"after the first ten minutes, it was that bad. I wanted to walk out",0,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
"emotional, and beautiful. This is exactly what cinema should be: powerful,",1,synthetic
and is best avoided at all costs. This film has no redeeming qualities,0,synthetic
"on every conceivable level. A tedious, predictable mess that fails",0,synthetic
"theatre feeling completely satisfied. I laughed, I cried, and I left the",1,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
"of time, absolutely terrible in every way. This was a complete waste",0,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
"from start to finish, truly a masterpiece. I was completely captivated",1,synthetic
acting was painfully bad throughout. The plot made no sense and the,0,synthetic
fantastic and I loved every minute of it. This movie was absolutely,1,synthetic
and superb acting make this a must-watch film. Exceptional screenplay,1,synthetic
"recommend to everyone. One of the best films I have ever seen, highly",1,synthetic
"start to finish, truly a masterpiece. I was completely captivated from",1,synthetic
"what cinema should be: powerful, emotional, and beautiful. This is exactly",1,synthetic
on this disappointing and poorly made film. Do not waste your money,0,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
"ten minutes, it was that bad. I wanted to walk out after the first",0,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
superb acting make this a must-watch film. Exceptional screenplay and,1,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
"of time, absolutely terrible in every way. This was a complete waste",0,synthetic
and the characters were entirely unconvincing. The script was awful,0,synthetic
and is best avoided at all costs. This film has no redeeming qualities,0,synthetic
and the plot keeps you on the edge. The cinematography is stunning,1,synthetic
"of time, absolutely terrible in every way. This was a complete waste",0,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
was absolutely fantastic and I loved every minute of it. This movie,1,synthetic
"best films I have ever seen, highly recommend to everyone. One of the",1,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
"completely devoid of any creativity whatsoever. Dull, lifeless, and",0,synthetic
at all costs. This film has no redeeming qualities and is best avoided,0,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
from the entire cast. An incredible film with outstanding performances,1,synthetic
"feeling completely satisfied. I laughed, I cried, and I left the theatre",1,synthetic
you on the edge. The cinematography is stunning and the plot keeps,1,synthetic
and the plot keeps you on the edge. The cinematography is stunning,1,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
at all costs. This film has no redeeming qualities and is best avoided,0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
"on every conceivable level. A tedious, predictable mess that fails",0,synthetic
outstanding performances from the entire cast. An incredible film with,1,synthetic
awful and the characters were entirely unconvincing. The script was,0,synthetic
was absolutely fantastic and I loved every minute of it. This movie,1,synthetic
bringing this story to life beautifully. The director did a brilliant job,1,synthetic
"seen this year, a total disaster from start. The worst movie I have",0,synthetic
because it was so incredibly boring. I fell asleep halfway through,0,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
"and completely devoid of any creativity whatsoever. Dull, lifeless,",0,synthetic
"seen this year, a total disaster from start. The worst movie I have",0,synthetic
"powerful, emotional, and beautiful. This is exactly what cinema should be:",1,synthetic
"that fails on every conceivable level. A tedious, predictable mess",0,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
at all costs. This film has no redeeming qualities and is best avoided,0,synthetic
and the characters were entirely unconvincing. The script was awful,0,synthetic
"captivated from start to finish, truly a masterpiece. I was completely",1,synthetic
"on every conceivable level. A tedious, predictable mess that fails",0,synthetic
"was that bad. I wanted to walk out after the first ten minutes, it",0,synthetic
"complete waste of time, absolutely terrible in every way. This was a",0,synthetic
"finish, truly a masterpiece. I was completely captivated from start to",1,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
deeply moving story that will stay with you forever. A heartwarming and,1,synthetic
"movie I have seen this year, a total disaster from start. The worst",0,synthetic
because it was so incredibly boring. I fell asleep halfway through,0,synthetic
"in every way. This was a complete waste of time, absolutely terrible",0,synthetic
